,id,text,caption,label,image,IsSarcasm
526,820411242615603200,| | louis ' activity,"a child sitting in the driver's seat of a car
",0,data/mmsd2/dataset_image/820411242615603200.jpg,Not Sarcastic
527,818605569112178689,i want a husky so bad,"a husky puppy with blue eyes sitting on the ground
",0,data/mmsd2/dataset_image/818605569112178689.jpg,Not Sarcastic
528,819326894483079169,a post,"a screenshot of a tweet from a woman who is talking about her friend
",0,data/mmsd2/dataset_image/819326894483079169.jpg,Not Sarcastic
530,761102593644834816,you sound like kishorekumar whenever you lip-sync !,"an old black and white photo of a man with glasses and a hat
",1,data/mmsd2/dataset_image/761102593644834816.jpg,Sarcastic
531,819328943954284544,nope .,"roethlisberger is there anybody tougher than big ben?
",0,data/mmsd2/dataset_image/819328943954284544.jpg,Not Sarcastic
534,819695069351395328,"a syrian child walks , barefoot , at a refugee camp north of athens . thousands are trying to withstand freezing temperatures across greece .","a young boy standing in the snow on a sidewalk
",0,data/mmsd2/dataset_image/819695069351395328.jpg,Not Sarcastic
535,822951315311644673,iconic,"a crowd of people holding signs and signs
",1,data/mmsd2/dataset_image/822951315311644673.jpg,Sarcastic
536,823312371829637120,"riseup , the <user> are super bowl bound ! congrats friends !","two baseball players shaking hands with the words brotherhood
",0,data/mmsd2/dataset_image/823312371829637120.jpg,Not Sarcastic
542,822225553533046784,i go to sleep w this good news . 11 y / o nisrin did as if she was a boy during daesh occupation so she cld continue herding sheep 4 her family,"a young boy wearing a black jacket and a beanie
",0,data/mmsd2/dataset_image/822225553533046784.jpg,Not Sarcastic
545,822594286705315840,i already miss you so much . i feel like i 've known you my whole life . you were one of the bestest friends i could ask for,"two people standing next to each other in a pink skirt
",0,data/mmsd2/dataset_image/822594286705315840.jpg,Not Sarcastic
548,876558110692753408,"thanks us postal sevice , glad to see my light bulbs made it here safe and sound","a person holding a box with a barcode on it
",1,data/mmsd2/dataset_image/876558110692753408.jpg,Sarcastic
549,841426597328621571,"oh yeah , because there 's definitely a high demand to own a mini plastic donald trump ....","a pop vinyl figure of donald trump is on sale on amazon
",1,data/mmsd2/dataset_image/841426597328621571.jpg,Sarcastic
550,820409160948912128,arsenal away from home in all competitions since march 2016 : dwlwddddwdwwwwwdwwlldww solid form .,"the players are celebrating after a goal
",0,data/mmsd2/dataset_image/820409160948912128.jpg,Not Sarcastic
551,820412689897951232,"a rare trading card of the famous <user> selling for $ 40 , $ 50 if you want her autograph","a girl holding a basketball card with a picture of her on it
",0,data/mmsd2/dataset_image/820412689897951232.jpg,Not Sarcastic
555,691843915893325824,"why not smile ? be aggressive for once , like you deserve to feel good # transparency hoorah","a drawing of a boat floating in the sky
",1,data/mmsd2/dataset_image/691843915893325824.jpg,Sarcastic
556,822947499887435776,"majority of the viewers were women , yet # goodgirlsrevolt was cancelled with no women in the decision room","a group of people holding signs in front of a tree
",0,data/mmsd2/dataset_image/822947499887435776.jpg,Not Sarcastic
557,860300196995096578,"wow , look at all that taco filling , <user> !","a taco with cheese and meat on it
",1,data/mmsd2/dataset_image/860300196995096578.jpg,Sarcastic
558,707391854950617089,and father of the year award goes to ...,"a video game with a picture of a man and woman
",1,data/mmsd2/dataset_image/707391854950617089.jpg,Sarcastic
559,823314008480612352,awesome time in fort collins,"four men in football uniforms standing next to a banner
",0,data/mmsd2/dataset_image/823314008480612352.jpg,Not Sarcastic
560,822949277215248384,"use your voice , your art , and your creativity to fight for equality . with project 1324 ambassador <user>","a man and woman are painting on a pink piece of paper
",0,data/mmsd2/dataset_image/822949277215248384.jpg,Not Sarcastic
561,819327970573688832,rt for perrie edwards like for zayn,"a woman with long white hair and red lipstick
",0,data/mmsd2/dataset_image/819327970573688832.jpg,Not Sarcastic
562,866775107125084162,<user> wonderful job of replacing the grass after replacing water lines .,"a grassy area with a fire hydrant in it
",1,data/mmsd2/dataset_image/866775107125084162.jpg,Sarcastic
563,818605690411331584,massive shoutout to our rb6 team on their performance <user> ! ! ! great effort ! congratulations to <user> . well played - gg .,"job well done rainbow & team
",0,data/mmsd2/dataset_image/818605690411331584.jpg,Not Sarcastic
565,822228999107706881,opening a second location pretty soon . grand opening will be some time next week .,"a sign that says grand opening
",0,data/mmsd2/dataset_image/822228999107706881.jpg,Not Sarcastic
566,716872803190870017,apply water to burnt area .,"spiderman and batman are both in the same comic
",1,data/mmsd2/dataset_image/716872803190870017.jpg,Sarcastic
568,822223202336112640,"china has built the world 's largest solar farm ( 27 km squared ) on the tibetan plateau , with enough capacity to power 200,000 households .","solar panels on a grassy field
",0,data/mmsd2/dataset_image/822223202336112640.jpg,Not Sarcastic
569,823314160759017477,something to remember . our liberties only exist because we fought to keep them . our children 's futures will only exist if we fight for ours !,"a black and white photo of a soldier with a gun
",0,data/mmsd2/dataset_image/823314160759017477.jpg,Not Sarcastic
570,822228131012636672,we know were our tax is going grayling,"half the top ten companies in the world have no
",1,data/mmsd2/dataset_image/822228131012636672.jpg,Sarcastic
571,822592234562457600,ready to play some hockey .,"penguins lineup for the game against the bruins
",0,data/mmsd2/dataset_image/822592234562457600.jpg,Not Sarcastic
572,843300635776835590,"when your not in the mood for your <num> day challenge , so you use it for inspiration for your challenge .","a drawing of a girl sitting at a desk with her hand on her chin
",1,data/mmsd2/dataset_image/843300635776835590.jpg,Sarcastic
573,823315348107632640,nasty women unite !,"a woman holding a sign that says nasty women unite
",0,data/mmsd2/dataset_image/823315348107632640.jpg,Not Sarcastic
575,819891614394875904,happy friday the 13th !,"the office quotes
",1,data/mmsd2/dataset_image/819891614394875904.jpg,Sarcastic
576,819694900639715328,some very creative people out there . pick your favorite meme ...,"lamps not enough juice to power the bulb
",0,data/mmsd2/dataset_image/819694900639715328.jpg,Not Sarcastic
578,824983647182811136,"yeah , that 's the logical place for it .","a toilet with a green light on it
",1,data/mmsd2/dataset_image/824983647182811136.jpg,Sarcastic
579,820419732222447620,2016 rena and 2015 rena this looks so derpy but i miss gothy dreads rena :) :(,"two cartoon girls with pink hair and blue hair
",0,data/mmsd2/dataset_image/820419732222447620.jpg,Not Sarcastic
580,822227922538954753,the <user> of super matt sheppard is just one of the great cars at this week 's <user> # motorsports2017 show in philly . pc <user>,"a dirt modified race car is parked in a garage
",0,data/mmsd2/dataset_image/822227922538954753.jpg,Not Sarcastic
583,838365893474164740,true that ! !,"this is spot on all you care about yourself who else will?
",1,data/mmsd2/dataset_image/838365893474164740.jpg,Sarcastic
584,820050683940335618,they came in like a wrecking balllll inexperience gonna play a factor for the <user> ? <user> says nope .,"dallas cowboys' zeke and dak are the best duo in the nfl
",0,data/mmsd2/dataset_image/820050683940335618.jpg,Not Sarcastic
589,820056886342926338,# yoshikiclassical in <user> stores ! thank you for supporting <user> !,"a display case with many books and posters on it
",0,data/mmsd2/dataset_image/820056886342926338.jpg,Not Sarcastic
590,823315267665199104,the battle lines are drawn .,"a man in a mask holding a gun
",0,data/mmsd2/dataset_image/823315267665199104.jpg,Not Sarcastic
591,818239665803137024,"oh sehun , the finest human specimen known to ever exist .","a man with black hair and a pink jacket
",0,data/mmsd2/dataset_image/818239665803137024.jpg,Not Sarcastic
592,699930844408999937,o m g like i should respond quickly right ! this could be the big break i was hoping for my whole life . …,"attc ceo president letter
",1,data/mmsd2/dataset_image/699930844408999937.jpg,Sarcastic
593,875130409205420032,at the least i expected a pak fan to like this tweet .,"twitter is a social media platform that allows users to share their thoughts and opinions with others
",1,data/mmsd2/dataset_image/875130409205420032.jpg,Sarcastic
596,819693557300609024,falcons : franchise-record 540 points in 2016 if atl wins the super bowl it would be the highest scoring super bowl champion in nfl history,"the nfl's top 50 players of the year
",0,data/mmsd2/dataset_image/819693557300609024.jpg,Not Sarcastic
597,689501721966415873,so glad that new internet is working in the dorms wow,"a close up of a computer screen showing the wifi settings
",1,data/mmsd2/dataset_image/689501721966415873.jpg,Sarcastic
598,818603167646699520,blink 182,"i love this quote so much
",0,data/mmsd2/dataset_image/818603167646699520.jpg,Not Sarcastic
599,822585357111885824,"i 'd tease bush for looking like a sad bride , but we are all sad brides today :(","a man wearing a coat and tie
",1,data/mmsd2/dataset_image/822585357111885824.jpg,Sarcastic
601,815751226033836032,can 't wait for the next <num> years,"president obama's tweet on new year's eve
",1,data/mmsd2/dataset_image/815751226033836032.jpg,Sarcastic
603,817519017330180097,""" i step out of my pumps and my clothes so that i ’ m left wearing only my bra "" -","a woman in a black bra and panties
",0,data/mmsd2/dataset_image/817519017330180097.jpg,Not Sarcastic
604,822954900044689409,snapchat saw it first .,"a man with red light on his face
",0,data/mmsd2/dataset_image/822954900044689409.jpg,Not Sarcastic
605,820048992801325056,i can 't tell whether my last tweet is popular with bots or trump supporters,"the iphone app shows the different types of people that are on the list
",1,data/mmsd2/dataset_image/820048992801325056.jpg,Sarcastic
606,822586157439524865,""" what are you listening to ? ""","youtube video of donald trump saying 10 hours of fuck donald trump
",1,data/mmsd2/dataset_image/822586157439524865.jpg,Sarcastic
607,884648236174016512,who need any meetings ?,"why do mentos pr team never brainstorm?
",1,data/mmsd2/dataset_image/884648236174016512.jpg,Sarcastic
609,821867653769740288,you should only learn yoga from 'black and brown ' people .,"a facebook post from a woman who is looking for a job
",0,data/mmsd2/dataset_image/821867653769740288.jpg,Not Sarcastic
610,818606848836182016,hmmmmmmm ohhhhh my gooooddddd,"the man and woman are talking in a bar
",0,data/mmsd2/dataset_image/818606848836182016.jpg,Not Sarcastic
612,848882785939009536,pack light to travel right . i 'm not waiting for you at baggage claim .,"the first rule of travel never check a bag
",1,data/mmsd2/dataset_image/848882785939009536.jpg,Sarcastic
615,822231790614093826,back to basics rump,"the climate change is real march in new york city
",0,data/mmsd2/dataset_image/822231790614093826.jpg,Not Sarcastic
616,713817496587898880,what are kids learning nowadays,"hanging out with the dog is a good way to get rid of anger
",1,data/mmsd2/dataset_image/713817496587898880.jpg,Sarcastic
617,823309379072118784,pink velvet jacket,"a woman sitting on the side of the road with a drink
",0,data/mmsd2/dataset_image/823309379072118784.jpg,Not Sarcastic
618,821506969156587521,for every retweet this gets i will pet my dog and tell him what a good boy he is,"a bearded dragon wearing a birthday hat and riding a pink scooter
",0,data/mmsd2/dataset_image/821506969156587521.jpg,Not Sarcastic
619,821868606426226689,stumbled upon this pic . after our first trio rehearsal of the season,"a group of young women sitting in the back of a van
",0,data/mmsd2/dataset_image/821868606426226689.jpg,Not Sarcastic
620,818604195095969793,it 's official ! schools out on monday and we 're hanging out with <user> ! ! ! <user> has your vyp tickets tonight at 7:30 ! ! !,"daniel skye - if we're in your in
",0,data/mmsd2/dataset_image/818604195095969793.jpg,Not Sarcastic
621,819690282610528256,heath ledger and christopher nolan behind the scenes of the dark knight ( 2008 ) .,"two men wearing masks and suits standing in a hallway
",0,data/mmsd2/dataset_image/819690282610528256.jpg,Not Sarcastic
623,818243052183711746,like and rt if you 're proud of him !,"a boy with his tongue out taking a selfie
",0,data/mmsd2/dataset_image/818243052183711746.jpg,Not Sarcastic
624,818243440848801797,smile ! we only have 7 sundays left until the daytona500 !,"dale jennings, nascar
",0,data/mmsd2/dataset_image/818243440848801797.jpg,Not Sarcastic
625,820051942659395585,"congrats to <user> on getting drafted to <user> ! <user> , you have a great player on your hands !","shammi shome - the new face of the indian football
",0,data/mmsd2/dataset_image/820051942659395585.jpg,Not Sarcastic
626,699944736203747328,<user> informed me of why i hate his music . what a hero .,"kanye west twitter - screenshot
",1,data/mmsd2/dataset_image/699944736203747328.jpg,Sarcastic
628,822587302526513155,"can 't wait for 2020 . to be the man , you gotta beat the man !","bill clinton speech - screenshot
",0,data/mmsd2/dataset_image/822587302526513155.jpg,Not Sarcastic
629,822955811718787073,rayzor : this isn 't a hot dog . it 's a wiener . rj : you are a wiener,"two men are talking on a tv
",1,data/mmsd2/dataset_image/822955811718787073.jpg,Sarcastic
630,823316189749346305,our strappy lace bralettes,"a woman wearing a green bra top
",0,data/mmsd2/dataset_image/823316189749346305.jpg,Not Sarcastic
631,822591496486584322,america owes <user> a great debt . she put country 1st . in no other nation would the person who won the most votes not be president .,"hillary clinton thank you, hillary
",0,data/mmsd2/dataset_image/822591496486584322.jpg,Not Sarcastic
632,880831818324353024,retweet and mention your friends who love call of duty .,"new call of duty game shut up and take my money - fry
",1,data/mmsd2/dataset_image/880831818324353024.jpg,Sarcastic
633,701244283630678016,not sure why people criticize sc and the matchmaking ... seems fine to me ...,"the screen shot of the game in clash of clans
",1,data/mmsd2/dataset_image/701244283630678016.jpg,Sarcastic
634,819690507190358019,“ it ’ s astounding that you can do things like this and still not understand why i want nothing to do with this family . ” – ezra,"a man and woman in black dress clothes talking
",0,data/mmsd2/dataset_image/819690507190358019.jpg,Not Sarcastic
635,690171742598381569,# ripoff by # starbucks thanks for my 2/3 tall cafe latte,"a cup of coffee and a cup of coffee cup
",1,data/mmsd2/dataset_image/690171742598381569.jpg,Sarcastic
636,869635660956618752,3b in carbon tax to cut ghg emissions offers $ 100 rebate to replace a fridge . a huge incentive that 's for sure .,"a website page for a home appliance store
",1,data/mmsd2/dataset_image/869635660956618752.jpg,Sarcastic
639,817158733717499904,everything ..,"george george quote
",0,data/mmsd2/dataset_image/817158733717499904.jpg,Not Sarcastic
640,819694838182477826,network spotlight vince mcmahon hits tru shelves : no upc yet .,"wwe wrestling action figure in packaging on a shelf
",0,data/mmsd2/dataset_image/819694838182477826.jpg,Not Sarcastic
641,820411193646952448,"it feels so complete with yoongi , i miss this pouty baby","a young man in a blue hoodie
",0,data/mmsd2/dataset_image/820411193646952448.jpg,Not Sarcastic
643,820409300724174848,let 's check in on richard sherman .,"a burnt piece of toast on a white background
",1,data/mmsd2/dataset_image/820409300724174848.jpg,Sarcastic
644,892917541953318916,time hop to remind me how much love my cat and i shared lmao,"a woman is kissing a cat on the head
",1,data/mmsd2/dataset_image/892917541953318916.jpg,Sarcastic
645,822589155846844418,democratic party drowning into the abyss & don 't even realize it ! ! president donald trump is a political genius ! ! !,"a marching band in maroon and white uniforms
",1,data/mmsd2/dataset_image/822589155846844418.jpg,Sarcastic
646,819322974989930496,can ’ t get enough of this eye-catching pattern by <user>,"a pattern with trees and leaves on it
",0,data/mmsd2/dataset_image/819322974989930496.jpg,Not Sarcastic
648,820048257304952835,"telltale tooth marks ! chew through outer bark to eat cambium layer , their main winter food .","a tree with brown paint on it
",0,data/mmsd2/dataset_image/820048257304952835.jpg,Not Sarcastic
649,891628472220758016,: when a govt employee gets <num> days consecutive holidays after sunday,"india cricket team
",1,data/mmsd2/dataset_image/891628472220758016.jpg,Sarcastic
650,730850588171231232,look at all this space for reading !,"the business review - screenshot
",1,data/mmsd2/dataset_image/730850588171231232.jpg,Sarcastic
655,824378644193746944,<user> got this in today . 8 % ! wow ! thanks ! !,"a person holding a box of hydro one
",1,data/mmsd2/dataset_image/824378644193746944.jpg,Sarcastic
657,872757548604022785,loved this tweet from <user>,"sushant singh rajput's sister shares a screenshot of his last tweet
",1,data/mmsd2/dataset_image/872757548604022785.jpg,Sarcastic
658,822223878806044672,meeting of the minds with these amazing people for upcoming <user> benefit <user> <user> <user> <user> / myself,"four people posing for a photo in a restaurant
",0,data/mmsd2/dataset_image/822223878806044672.jpg,Not Sarcastic
660,822229090627268608,"for the hope you inspired , for the bar you set , for the change you enacted , for the goal you achieved for our communities ,","president obama and his family are in the oval room
",0,data/mmsd2/dataset_image/822229090627268608.jpg,Not Sarcastic
661,818605668240388101,"hoping for ultimate packs at midnight .... the bourbons are back , i 'm ready . ^ dan","a bowl of chocolate biscuits sitting on a table
",0,data/mmsd2/dataset_image/818605668240388101.jpg,Not Sarcastic
662,820054155893080067,dup in full election mode <user> <user> <user> <user>,"and what do you burn apart from witches more witches?
",0,data/mmsd2/dataset_image/820054155893080067.jpg,Not Sarcastic
663,821868651221581825,valentine 's day is around the corner ! our livfit ™ activ + love stack is now in stock & on sale !,"two red and white bracelets with a white and red heart
",0,data/mmsd2/dataset_image/821868651221581825.jpg,Not Sarcastic
664,817517962915708928,a little bit of the ground crew equipment testing !,"a plane is parked on the runway with a truck and a truck
",0,data/mmsd2/dataset_image/817517962915708928.jpg,Not Sarcastic
668,822226681113047042,5 years of evil regals,"a woman in a green shirt and jeans standing on a balcony
",0,data/mmsd2/dataset_image/822226681113047042.jpg,Not Sarcastic
670,821868553540288512,jus so u know,"a relationship advice from a man to a woman
",0,data/mmsd2/dataset_image/821868553540288512.jpg,Not Sarcastic
673,816679354369355776,waited <num> min for <user> to see you cannot even board train . good job guys . you 're awesome .,"people are standing on the train and waiting for the next stop
",1,data/mmsd2/dataset_image/816679354369355776.jpg,Sarcastic
675,836111241525542912,best one i 've been to so far tonight # oscars parties,"a night at popa john's
",1,data/mmsd2/dataset_image/836111241525542912.jpg,Sarcastic
676,819324886464294913,the last two days of real winter in italy before going back to la weather !,"a woman wearing sunglasses and a hat holding a small dog
",0,data/mmsd2/dataset_image/819324886464294913.jpg,Not Sarcastic
677,859186127978319872,"what a shining example of knowledge , thought , and insight when it comes to american history !","president donald trump's quote on civil war
",1,data/mmsd2/dataset_image/859186127978319872.jpg,Sarcastic
679,820057817562365953,""" do what you can , with what you have , where you are . ” ― theodore roosevelt","a woman feeding a soldier with a spoon
",0,data/mmsd2/dataset_image/820057817562365953.jpg,Not Sarcastic
680,683882326179233793,<user> <user> too bad you don 't get such great cereal in australia huh ...,"cereal boxes with superman and batman on them
",1,data/mmsd2/dataset_image/683882326179233793.jpg,Sarcastic
681,820411394474516480,no big deal just a selfie with olympian sydney mclaughlin ! <user>,"three girls are smiling for the camera
",0,data/mmsd2/dataset_image/820411394474516480.jpg,Not Sarcastic
682,871820660242210819,thanks wahab,"thank you wahab riz for your services for pakistan
",1,data/mmsd2/dataset_image/871820660242210819.jpg,Sarcastic
684,821505113160347648,technical debt in one picture .,"two urinals and a bucket in a bathroom
",1,data/mmsd2/dataset_image/821505113160347648.jpg,Sarcastic
686,825666536954159104,meanwhile in amurica,"donald trump's tweet about mickey mouse
",1,data/mmsd2/dataset_image/825666536954159104.jpg,Sarcastic
689,712419568539447296,i 'm not rude . i 'm honest .,"a man in a hat and pink shirt taking a selfie
",1,data/mmsd2/dataset_image/712419568539447296.jpg,Sarcastic
690,822232093551894529,when you think you have joined the red side of manchester ...,"the history of manchester united
",1,data/mmsd2/dataset_image/822232093551894529.jpg,Sarcastic
691,864079760120590337,the perfect caption of my hown town !,"a video is playing on a computer screen with people walking around
",1,data/mmsd2/dataset_image/864079760120590337.jpg,Sarcastic
693,822594065732616193,current reds all-star <user> getting announced into the butler baseball hof,"three men in red shirts and black ties holding an award
",0,data/mmsd2/dataset_image/822594065732616193.jpg,Not Sarcastic
695,822955552741302272,ethan 's hand i 'm shaking,"a man taking a selfie with his phone
",0,data/mmsd2/dataset_image/822955552741302272.jpg,Not Sarcastic
696,821505609891713025,saddened to hear that northern michigan offensive lineman anthony herbert has passed away after a morning workout,"a man with a beard and tie smiling for the camera
",0,data/mmsd2/dataset_image/821505609891713025.jpg,Not Sarcastic
697,825070712541020162,cartoon by <user> <user> <user>,"a cartoon of a gorilla sitting on top of the capitol building
",1,data/mmsd2/dataset_image/825070712541020162.jpg,Sarcastic
698,822227648466124800,"he will be known as "" the people 's president "" because he listens to americans <user> <user> <user>","he will be called the people's president
",1,data/mmsd2/dataset_image/822227648466124800.jpg,Sarcastic
699,818244423154798592,star wars cast looking amazing on the # goldenglobes red carpet,"two men in suits pose for a photo at the golden globe awards
",0,data/mmsd2/dataset_image/818244423154798592.jpg,Not Sarcastic
700,819692271247429632,larry is true ↓,"drawing hands love tattoo ideas
",1,data/mmsd2/dataset_image/819692271247429632.jpg,Sarcastic
701,822229820767604737,"i am now a recipient of the chick evans scholarship . it 's a full ride to msu . i want to say thank you to the wga , and go green ! ! !","a young man holding up a piece of paper
",0,data/mmsd2/dataset_image/822229820767604737.jpg,Not Sarcastic
703,816071551820832768,when you 're feelin yourself in a pic,"the cheerleaders are posing for a photo
",1,data/mmsd2/dataset_image/816071551820832768.jpg,Sarcastic
705,819323451940962305,# pugchat is coming up at 7 pm et !,"two black pugs wearing knitted collars on a couch
",0,data/mmsd2/dataset_image/819323451940962305.jpg,Not Sarcastic
706,843403703369568256,"well this is just wonderful , isn 't it ?","two men sitting on a couch with balloons and a tv screen that says you're getting pregnant
",1,data/mmsd2/dataset_image/843403703369568256.jpg,Sarcastic
707,821869431236202496,"how cool is that ! ! guardians of the galaxy 's <user> wearing some customized converse sneakers with "" my "" gamo …","a woman is posing with a pair of shoes
",0,data/mmsd2/dataset_image/821869431236202496.jpg,Not Sarcastic
708,867492173192847361,<user> thank you so much for helping the <user> hurt people . you 're quite the fella .,"a graph shows that the number of people who are uninsured has increased
",1,data/mmsd2/dataset_image/867492173192847361.jpg,Sarcastic
709,729076074735403013,to fight # stigma and # mentalhealthprejudice via # dbsa # nami # mha # pmhca <user> in,"most disabled people are just scamming the system
",1,data/mmsd2/dataset_image/729076074735403013.jpg,Sarcastic
711,729286121922924544,<user> now i know how it feels to be a road runnerthe road blocks & exhaust fumes were a nightmare,"a sign that says ladies walk on it
",1,data/mmsd2/dataset_image/729286121922924544.jpg,Sarcastic
713,823318629970284545,thank you <user> for summing it up perfectly .,"atlanta falcons cheese grater
",1,data/mmsd2/dataset_image/823318629970284545.jpg,Sarcastic
714,818606533055549440,aint no stoppin,"two young men wearing headphones standing next to each other
",0,data/mmsd2/dataset_image/818606533055549440.jpg,Not Sarcastic
716,822227784575647745,america when obama was inaugurated vs when trump was,"a large crowd of people gathered in front of the lincoln memorial
",1,data/mmsd2/dataset_image/822227784575647745.jpg,Sarcastic
717,855127085580529665,tag them . . .,"tag that friend who you wanna sell on oli
",1,data/mmsd2/dataset_image/855127085580529665.jpg,Sarcastic
719,719685863903522816,this is definitely me anyone else feels the same .. ? ;) …,"text ``my brain during the day potato, chong chong tomato''
",1,data/mmsd2/dataset_image/719685863903522816.jpg,Sarcastic
720,690248594927017984,"yes , it 's indeed a great feature of c-style languages that they 're not white-space sensitive !","a screenshot of the code for a web page
",1,data/mmsd2/dataset_image/690248594927017984.jpg,Sarcastic
721,887369749671366656,most simple answer,"word form poem
",1,data/mmsd2/dataset_image/887369749671366656.jpg,Sarcastic
724,820050407992893440,"let 's go rancho , ball out tonight !","a group of basketball players huddle together in a gym
",0,data/mmsd2/dataset_image/820050407992893440.jpg,Not Sarcastic
725,822223398638063618,i have shrill after thrill going up and down my spine . i 'm teary-eyed and so happy for our america !,"the lincoln memorial is surrounded by flags
",0,data/mmsd2/dataset_image/822223398638063618.jpg,Not Sarcastic
726,818245684285624323,at some point his corruption & incompetence will be so intolerable his own party will step up & save america from his sociopathic unfitness .,"wonder how long before the grifter is impeached?
",1,data/mmsd2/dataset_image/818245684285624323.jpg,Sarcastic
728,818244542491193346,how is a dog this cool ? found him in downtown & had to say hi !,"a woman wearing sunglasses
",0,data/mmsd2/dataset_image/818244542491193346.jpg,Not Sarcastic
730,838329086388789248,<user> that reply to the <user> founder . lol .....,"reliance jio net worth
",1,data/mmsd2/dataset_image/838329086388789248.jpg,Sarcastic
731,817839765345226752,being super hot raises envy .,"the man in the picture is a friend of the victim
",1,data/mmsd2/dataset_image/817839765345226752.jpg,Sarcastic
732,822592749383860227,alberto reading 2a vs alberto reading 2b,"a man sitting at a table with his head in his hands
",1,data/mmsd2/dataset_image/822592749383860227.jpg,Sarcastic
733,698556387614289920,cheesecake factory putting ads in their menu . real classy .,"fragrance maker coupon
",1,data/mmsd2/dataset_image/698556387614289920.jpg,Sarcastic
734,829354083253379073,"yes rihanna , the lyrics to this song are so deep .","a woman is talking about cake and the text says he wants cake
",1,data/mmsd2/dataset_image/829354083253379073.jpg,Sarcastic
735,820052057747058688,"made progress on the running original dinictis skeleton today . fittings are almost finished , at least no more welding .","a dinosaur skeleton is on display in a workshop
",0,data/mmsd2/dataset_image/820052057747058688.jpg,Not Sarcastic
737,822227383986122756,this dude never change i love him <user>,"a man with a black hoodie and glasses
",0,data/mmsd2/dataset_image/822227383986122756.jpg,Not Sarcastic
738,818238790624038913,we had a blizzard this weekend,"the snow is covering the ground and the letters are written in the snow
",0,data/mmsd2/dataset_image/818238790624038913.jpg,Not Sarcastic
741,820053393725161476,had an amazing day in new york playing the # nintendoswitch ! videos super soon !,"a man in a suit and tie talking to another man
",0,data/mmsd2/dataset_image/820053393725161476.jpg,Not Sarcastic
743,709900834188959744,0 days w / o sacarsm ( sp ),"a sign that says 0 days without sarcasm
",1,data/mmsd2/dataset_image/709900834188959744.jpg,Sarcastic
745,822222682741768192,me whenever the clique argue,"the boys in red shirts are posing for a picture
",1,data/mmsd2/dataset_image/822222682741768192.jpg,Sarcastic
748,819329004838719488,"when you go to a & m and don 't say "" howdy "" back to a fellow aggie","a dog wearing a cowboy hat with the caption what in tarrif
",1,data/mmsd2/dataset_image/819329004838719488.jpg,Sarcastic
749,822948657905307648,the streets - and our hearts - are full . and none of us will ever be the same . <user>,"a large crowd of people in a city street
",0,data/mmsd2/dataset_image/822948657905307648.jpg,Not Sarcastic
750,892525013944938496,"after all this time all i had to do was contact myself ? wow - thank you , fido . <user>","payment history
",1,data/mmsd2/dataset_image/892525013944938496.jpg,Sarcastic
751,876487759149633536,"apparently , <user> and <user> knew the consequences of winning icc champions trophy .","the song is a tribute to india's cricket team
",1,data/mmsd2/dataset_image/876487759149633536.jpg,Sarcastic
752,822230274217914368,my graduate student vlad irimia has successfully defended his thesis ( with minor revisions ) !,"three men are smiling in an office setting
",0,data/mmsd2/dataset_image/822230274217914368.jpg,Not Sarcastic
753,821505216835125248,a few be4 work,"a woman in a short skirt and a shirt taking a selfie
",0,data/mmsd2/dataset_image/821505216835125248.jpg,Not Sarcastic
755,713444352232595456,seems # money is important,"marriage is a workshop where husband works and wife shops
",1,data/mmsd2/dataset_image/713444352232595456.jpg,Sarcastic
757,818605411725152256,"my sons tj & titus are getting ready to cross attending a # cfbplayoff championship game off their "" bucket list "" at <user>","two young boys holding tickets to the ncaa basketball tournament
",0,data/mmsd2/dataset_image/818605411725152256.jpg,Not Sarcastic
759,823318548437233664,when y 'all both waiting to see who 's gonna stop being petty first,"two pictures of a man and woman sitting on a bed
",0,data/mmsd2/dataset_image/823318548437233664.jpg,Not Sarcastic
760,819689374099050497,did nowt . got kicked out .,"doing nowt kick em out
",0,data/mmsd2/dataset_image/819689374099050497.jpg,Not Sarcastic
762,819687739197100034,"* insert "" there 's more of you to love "" quote","a cartoon bunny sitting on a bed with a speech bubble
",0,data/mmsd2/dataset_image/819687739197100034.jpg,Not Sarcastic
763,822589488887201792,champagne a1101656 # nyc acc kill list innocent affectionate save my life helpdogs <user> . org,"a dog with a red collar standing on a sidewalk
",0,data/mmsd2/dataset_image/822589488887201792.jpg,Not Sarcastic
765,890439984112599040,agree ?,"it is not called revenge, it's simply returning the favour
",1,data/mmsd2/dataset_image/890439984112599040.jpg,Sarcastic
766,863603447869956097,<user> weird . this never happens ...,"a mcdonald's order machine with a sign on it
",1,data/mmsd2/dataset_image/863603447869956097.jpg,Sarcastic
767,830038012214071296,i 'm considering changing my twitter icon image to this . yay ? nay ?,"a woman in a baseball uniform holding a bat
",1,data/mmsd2/dataset_image/830038012214071296.jpg,Sarcastic
768,710363891663028224,well just look at this cracker of a film . i sure can 't wait to see that !,"the app shows the movie trailer and the movie's description
",1,data/mmsd2/dataset_image/710363891663028224.jpg,Sarcastic
771,820417057275707396,a reflection into the giant flop that was 2016 .. in memes ☆ . 。 . : * <user>,"a cartoon of a man with a bunch of different people
",0,data/mmsd2/dataset_image/820417057275707396.jpg,Not Sarcastic
772,832520679748612098,because my followers totally want to know ! ! ! !,"a black and white photo of a girl with long hair
",1,data/mmsd2/dataset_image/832520679748612098.jpg,Sarcastic
